Supplier Name,Supplier ID,Product,Product ID,Product Quantity,Price per Product,Address,State,Phone Number,City,Email,Payment Status,Date
Patel Enterprises,SUP4916,Plow-18HP,PLW0001,72,1684.82,"36, Main Road",Gujarat,6364067732,Surat,patelenterprises@example.com,Payment Paid,2023-11-22
Desai Dealers,SUP8335,Milk Extractor 600LPM,ME0002,90,1649.77,"21, Market Street",Kerala,9032734156,Kochi,desaidealers@example.com,Payment Pending,2023-09-13
Desai Dealers,SUP9478,Milk Extractor 600LPM,ME0002,35,1126.92,"78, Market Street",Rajasthan,9558993029,Jaipur,desaidealers@example.com,Payment Paid,2020-05-11
Bose Supplies,SUP1038,Milk Extractor 600LPM,ME0002,61,1261.77,"23, Main Road",Bihar,7279599107,Patna,bosesupplies@example.com,Payment Pending,2021-12-16
Bose Supplies,SUP8327,Plow-60HP,PLW0002,11,1553.91,"62, Industrial Area",Tamil Nadu,8350543834,Coimbatore,bosesupplies@example.com,Payment Paid,2020-07-09
Desai Dealers,SUP8640,Plow-18HP,PLW0001,74,1883.52,"38, Market Street",West Bengal,6643962416,Darjeeling,desaidealers@example.com,Payment Pending,2021-04-20
Sharma Traders,SUP2745,Plow-60HP,PLW0002,48,1820.07,"61, Market Street",West Bengal,8047116086,Kolkata,sharmatraders@example.com,Payment Paid,2020-06-05
Bose Supplies,SUP6134,Kadaba Kutti Machine M3,KK0003,34,3496.31,"94, Industrial Area",Maharashtra,7879129069,Pune,bosesupplies@example.com,Payment Pending,2020-09-05
Singh Agro,SUP7473,Roater/Multure-7ft,RTR0002,96,4398.48,"37, Market Street",Tamil Nadu,6693764547,Chennai,singhagro@example.com,Payment Pending,2020-06-15
Nair Ventures,SUP1040,Roater/Multure-7ft,RTR0002,63,1272.17,"85, Main Road",Uttar Pradesh,9029732720,Lucknow,nairventures@example.com,Payment Pending,2023-11-26
Khan Distributors,SUP3257,Plow-18HP,PLW0001,51,2548.83,"73, Market Street",Kerala,7228062723,Thiruvananthapuram,khandistributors@example.com,Payment Pending,2020-01-05
Verma Industries,SUP9981,Roater/Multure-2ft,RTR0001,75,2832.2,"45, Main Road",Rajasthan,9178401917,Jaipur,vermaindustries@example.com,Payment Paid,2020-10-24
Khan Distributors,SUP8548,Roater/Multure-7ft,RTR0002,58,850.67,"69, Main Road",Tamil Nadu,9983995743,Coimbatore,khandistributors@example.com,Payment Paid,2022-03-24
Gupta Suppliers,SUP9495,Sowing Machine 4F,SWM0004,55,3296.21,"25, Main Road",Uttar Pradesh,8441542413,Kanpur,guptasuppliers@example.com,Payment Pending,2021-10-07
Verma Industries,SUP3889,Kadaba Kutti Machine M1,KK0001,73,765.91,"86, Market Street",Karnataka,9320286929,Mysore,vermaindustries@example.com,Payment Paid,2022-04-27
Desai Dealers,SUP8115,Kadaba Kutti Machine M1,KK0001,65,3609.32,"29, Market Street",West Bengal,9341222214,Kolkata,desaidealers@example.com,Payment Pending,2022-03-18
Reddy Trading Co.,SUP3464,Milk Extractor 600LPM,ME0002,34,502.45,"9, Industrial Area",Tamil Nadu,7252077857,Coimbatore,reddytradingco.@example.com,Payment Pending,2022-08-05
Patel Enterprises,SUP5313,Kadaba Kutti Machine M3,KK0003,85,1287.31,"31, Industrial Area",Uttar Pradesh,9206159798,Lucknow,patelenterprises@example.com,Payment Paid,2020-08-09
Singh Agro,SUP8636,Milk Extractor 600LPM,ME0002,89,4019.73,"2, Main Road",Gujarat,8713986965,Ahmedabad,singhagro@example.com,Payment Pending,2022-09-19
Verma Industries,SUP9873,Plow-60HP,PLW0002,57,3855.06,"25, Industrial Area",Kerala,7378772388,Kozhikode,vermaindustries@example.com,Payment Paid,2021-06-07
Bose Supplies,SUP9713,Plow-18HP,PLW0001,19,3689.33,"45, Industrial Area",Maharashtra,8153771622,Pune,bosesupplies@example.com,Payment Pending,2020-05-07
Sharma Traders,SUP9387,Plow-60HP,PLW0002,85,818.45,"70, Main Road",West Bengal,7787897811,Kolkata,sharmatraders@example.com,Payment Pending,2020-12-23
Verma Industries,SUP1640,Roater/Multure-2ft,RTR0001,87,1771.17,"97, Industrial Area",Uttar Pradesh,9871984804,Kanpur,vermaindustries@example.com,Payment Pending,2021-12-13
Khan Distributors,SUP2745,Roater/Multure-2ft,RTR0001,33,4766.57,"37, Main Road",Bihar,9042908938,Bhagalpur,khandistributors@example.com,Payment Paid,2023-01-14
Gupta Suppliers,SUP9344,Kadaba Kutti Machine M2,KK0002,76,2858.57,"66, Market Street",Tamil Nadu,8380922014,Coimbatore,guptasuppliers@example.com,Payment Paid,2023-08-20
Gupta Suppliers,SUP2353,Milk Extractor 600LPM,ME0002,29,810.21,"48, Industrial Area",Rajasthan,7703270937,Jaipur,guptasuppliers@example.com,Payment Pending,2021-12-01
Khan Distributors,SUP7580,Milling Machine-40HP,MLL0002,7,1437.4,"61, Main Road",Kerala,7451936149,Thiruvananthapuram,khandistributors@example.com,Payment Pending,2022-08-07
Bose Supplies,SUP7868,Roater/Multure-2ft,RTR0001,60,1391.45,"1, Main Road",West Bengal,8220544023,Howrah,bosesupplies@example.com,Payment Pending,2021-07-19
Gupta Suppliers,SUP9175,Kadaba Kutti Machine M3,KK0003,80,3493.61,"85, Market Street",Gujarat,7732506639,Surat,guptasuppliers@example.com,Payment Paid,2022-12-04
Khan Distributors,SUP3330,Plow-18HP,PLW0001,32,2772.54,"22, Main Road",Uttar Pradesh,8372874794,Varanasi,khandistributors@example.com,Payment Paid,2021-02-18
Verma Industries,SUP1691,Milling Machine-40HP,MLL0002,73,2023.21,"65, Market Street",Uttar Pradesh,7845391979,Lucknow,vermaindustries@example.com,Payment Paid,2023-07-01
Reddy Trading Co.,SUP2289,Kadaba Kutti Machine M2,KK0002,55,1524.85,"68, Market Street",Punjab,8440658390,Amritsar,reddytradingco.@example.com,Payment Pending,2022-01-06
Sharma Traders,SUP2753,Kadaba Kutti Machine M3,KK0003,34,1162.89,"18, Main Road",Rajasthan,6876254511,Jodhpur,sharmatraders@example.com,Payment Paid,2023-09-09
Sharma Traders,SUP8881,Roater/Multure-7ft,RTR0002,10,1507.32,"53, Industrial Area",Kerala,7647329846,Kozhikode,sharmatraders@example.com,Payment Paid,2021-04-18
Sharma Traders,SUP9493,Kadaba Kutti Machine M2,KK0002,39,4351.39,"44, Industrial Area",West Bengal,9143572393,Howrah,sharmatraders@example.com,Payment Pending,2021-03-20
Gupta Suppliers,SUP9456,Kadaba Kutti Machine M2,KK0002,92,1869.61,"51, Main Road",West Bengal,8527529318,Darjeeling,guptasuppliers@example.com,Payment Pending,2022-05-27
Gupta Suppliers,SUP4945,Milk Extractor 600LPM,ME0002,47,4627.83,"47, Industrial Area",Maharashtra,6323873178,Mumbai,guptasuppliers@example.com,Payment Paid,2021-10-31
Nair Ventures,SUP8459,Kadaba Kutti Machine M3,KK0003,91,1701.12,"92, Industrial Area",West Bengal,9299606133,Darjeeling,nairventures@example.com,Payment Paid,2020-04-08
Gupta Suppliers,SUP5467,Sowing Machine 4F,SWM0004,20,2900.52,"51, Main Road",West Bengal,8987488666,Darjeeling,guptasuppliers@example.com,Payment Paid,2023-11-09
Bose Supplies,SUP4829,Kadaba Kutti Machine M1,KK0001,1,812.87,"3, Main Road",Uttar Pradesh,9912794216,Kanpur,bosesupplies@example.com,Payment Paid,2023-02-23
Reddy Trading Co.,SUP9395,Sowing Machine 3F,SWM0003,65,956.26,"39, Industrial Area",Uttar Pradesh,8557593263,Kanpur,reddytradingco.@example.com,Payment Paid,2020-09-09
Singh Agro,SUP4743,Roater/Multure-7ft,RTR0002,44,4542.31,"71, Industrial Area",Uttar Pradesh,8160002259,Kanpur,singhagro@example.com,Payment Paid,2022-12-04
Desai Dealers,SUP7770,Milk Extractor 600LPM,ME0002,97,1462.61,"80, Main Road",Tamil Nadu,7792330247,Coimbatore,desaidealers@example.com,Payment Paid,2021-12-10
Verma Industries,SUP6003,Milk Extractor 600LPM,ME0002,16,2646.37,"62, Industrial Area",Tamil Nadu,6750166331,Madurai,vermaindustries@example.com,Payment Pending,2022-06-13
Reddy Trading Co.,SUP3662,Sowing Machine 1F,SWM0001,85,4396.06,"1, Main Road",Gujarat,8425274065,Ahmedabad,reddytradingco.@example.com,Payment Pending,2021-10-01
Sharma Traders,SUP6243,Roater/Multure-2ft,RTR0001,24,4111.86,"73, Industrial Area",Bihar,7417378277,Patna,sharmatraders@example.com,Payment Pending,2023-10-12
Desai Dealers,SUP9837,Roater/Multure-7ft,RTR0002,32,3509.98,"34, Market Street",Tamil Nadu,8008944068,Madurai,desaidealers@example.com,Payment Pending,2023-11-22
Khan Distributors,SUP8519,Milk Extractor 600LPM,ME0002,82,942.79,"19, Market Street",Karnataka,9119544928,Hubli,khandistributors@example.com,Payment Pending,2022-08-14
Sharma Traders,SUP6712,Kadaba Kutti Machine M2,KK0002,98,1769.91,"41, Main Road",Gujarat,7249303690,Ahmedabad,sharmatraders@example.com,Payment Paid,2020-10-17
Bose Supplies,SUP1989,Milk Extractor 600LPM,ME0002,18,3395.93,"25, Market Street",Maharashtra,9651811691,Mumbai,bosesupplies@example.com,Payment Pending,2022-12-30
Desai Dealers,SUP8322,Milling Machine-40HP,MLL0002,27,3814.87,"5, Industrial Area",Punjab,7121434721,Ludhiana,desaidealers@example.com,Payment Paid,2023-11-05
Verma Industries,SUP3110,Sowing Machine 1F,SWM0001,26,1785.05,"23, Market Street",Maharashtra,8507932020,Nagpur,vermaindustries@example.com,Payment Pending,2023-11-26
Sharma Traders,SUP9595,Sowing Machine 2F,SWM0002,88,937.2,"6, Main Road",Karnataka,6105287941,Bangalore,sharmatraders@example.com,Payment Paid,2020-07-17
Verma Industries,SUP3696,Kadaba Kutti Machine M3,KK0003,76,846.35,"61, Main Road",Punjab,6188654571,Jalandhar,vermaindustries@example.com,Payment Paid,2022-01-17
Reddy Trading Co.,SUP4288,Kadaba Kutti Machine M3,KK0003,26,3079.19,"91, Industrial Area",Uttar Pradesh,6764131038,Varanasi,reddytradingco.@example.com,Payment Pending,2020-09-10
Nair Ventures,SUP6683,Sowing Machine 2F,SWM0002,70,816.05,"89, Market Street",Maharashtra,6777198582,Nagpur,nairventures@example.com,Payment Pending,2021-10-13
Singh Agro,SUP2596,Plow-60HP,PLW0002,65,3339.79,"7, Industrial Area",Kerala,9016335082,Kozhikode,singhagro@example.com,Payment Pending,2022-12-16
Bose Supplies,SUP5911,Sowing Machine 4F,SWM0004,26,1219.05,"33, Market Street",Uttar Pradesh,8478552246,Kanpur,bosesupplies@example.com,Payment Paid,2022-05-25
Sharma Traders,SUP6769,Sowing Machine 4F,SWM0004,23,3973.69,"3, Main Road",Karnataka,6687015955,Hubli,sharmatraders@example.com,Payment Pending,2020-03-25
Patel Enterprises,SUP1345,Kadaba Kutti Machine M1,KK0001,13,2077.95,"84, Market Street",Uttar Pradesh,7097736617,Kanpur,patelenterprises@example.com,Payment Paid,2021-09-21
Verma Industries,SUP7626,Sowing Machine 1F,SWM0001,47,1580.18,"71, Market Street",West Bengal,7553068749,Howrah,vermaindustries@example.com,Payment Paid,2021-01-08
Bose Supplies,SUP1255,Milk Extractor 600LPM,ME0002,43,1798.65,"95, Industrial Area",Gujarat,7022576974,Surat,bosesupplies@example.com,Payment Pending,2020-06-17
Gupta Suppliers,SUP6807,Sowing Machine 4F,SWM0004,82,1343.37,"57, Industrial Area",Maharashtra,6025252112,Mumbai,guptasuppliers@example.com,Payment Pending,2020-02-02
Desai Dealers,SUP1821,Sowing Machine 4F,SWM0004,74,3649.22,"71, Market Street",Tamil Nadu,9670658569,Madurai,desaidealers@example.com,Payment Paid,2021-08-18
Verma Industries,SUP4520,Plow-60HP,PLW0002,49,3933.12,"28, Main Road",Punjab,6649740428,Jalandhar,vermaindustries@example.com,Payment Paid,2020-07-09
Patel Enterprises,SUP4245,Milling Machine-40HP,MLL0002,90,4498.13,"4, Industrial Area",Rajasthan,6672903711,Jaipur,patelenterprises@example.com,Payment Pending,2023-11-04
Verma Industries,SUP3920,Sowing Machine 3F,SWM0003,6,1826.11,"29, Market Street",Uttar Pradesh,6078627927,Varanasi,vermaindustries@example.com,Payment Paid,2022-07-20
Bose Supplies,SUP3467,Sowing Machine 3F,SWM0003,44,1154.67,"18, Market Street",Gujarat,9537160532,Ahmedabad,bosesupplies@example.com,Payment Paid,2023-11-20
Nair Ventures,SUP6315,Sowing Machine 1F,SWM0001,85,2481.35,"8, Main Road",Rajasthan,6593173011,Jodhpur,nairventures@example.com,Payment Paid,2021-10-09
Reddy Trading Co.,SUP8784,Sowing Machine 3F,SWM0003,74,3005.58,"41, Market Street",Uttar Pradesh,6338059532,Kanpur,reddytradingco.@example.com,Payment Paid,2020-04-18
Khan Distributors,SUP6854,Roater/Multure-7ft,RTR0002,10,1839.22,"17, Main Road",Kerala,8342408012,Thiruvananthapuram,khandistributors@example.com,Payment Paid,2021-06-21
Bose Supplies,SUP5190,Sowing Machine 4F,SWM0004,90,4774.4,"57, Market Street",Rajasthan,9252661712,Jaipur,bosesupplies@example.com,Payment Pending,2023-02-28
Patel Enterprises,SUP5042,Kadaba Kutti Machine M3,KK0003,62,925.73,"24, Industrial Area",Tamil Nadu,6207892836,Madurai,patelenterprises@example.com,Payment Pending,2023-11-14
Bose Supplies,SUP1179,Roater/Multure-2ft,RTR0001,67,2832.63,"4, Market Street",Rajasthan,9259441335,Jodhpur,bosesupplies@example.com,Payment Paid,2023-09-09
Khan Distributors,SUP7975,Milk Extractor 180LPM,ME0001,40,4769.54,"78, Main Road",Kerala,6722435356,Kozhikode,khandistributors@example.com,Payment Pending,2020-12-09
Bose Supplies,SUP9396,Kadaba Kutti Machine M1,KK0001,19,1034.69,"25, Market Street",Rajasthan,6271091743,Jodhpur,bosesupplies@example.com,Payment Paid,2020-07-31
Desai Dealers,SUP5392,Kadaba Kutti Machine M2,KK0002,48,4706.19,"64, Main Road",Rajasthan,9384969077,Jodhpur,desaidealers@example.com,Payment Pending,2022-01-16
Desai Dealers,SUP6153,Plow-60HP,PLW0002,50,1813.18,"26, Market Street",Tamil Nadu,7178008960,Madurai,desaidealers@example.com,Payment Paid,2023-06-14
Bose Supplies,SUP1104,Roater/Multure-2ft,RTR0001,6,1549.52,"16, Industrial Area",Karnataka,9550776741,Hubli,bosesupplies@example.com,Payment Paid,2020-03-02
Verma Industries,SUP7594,Milling Machine-40HP,MLL0002,94,1894.4,"2, Industrial Area",Uttar Pradesh,7472945300,Varanasi,vermaindustries@example.com,Payment Paid,2020-01-31
Sharma Traders,SUP4558,Kadaba Kutti Machine M1,KK0001,75,1878.7,"73, Market Street",Kerala,8368713778,Thiruvananthapuram,sharmatraders@example.com,Payment Pending,2022-11-25
Reddy Trading Co.,SUP8551,Milling Machine-7.5HP,MLL0001,67,2076.15,"10, Main Road",Maharashtra,8874257458,Pune,reddytradingco.@example.com,Payment Paid,2021-08-30
Verma Industries,SUP5860,Milling Machine-40HP,MLL0002,72,2622.72,"54, Market Street",Karnataka,7388653845,Hubli,vermaindustries@example.com,Payment Paid,2021-12-03
Nair Ventures,SUP3972,Sowing Machine 4F,SWM0004,50,3114.41,"89, Industrial Area",Karnataka,9383499485,Bangalore,nairventures@example.com,Payment Pending,2021-02-20
Singh Agro,SUP2019,Milling Machine-7.5HP,MLL0001,100,4673.5,"57, Industrial Area",Punjab,8126815105,Amritsar,singhagro@example.com,Payment Paid,2021-06-08
Desai Dealers,SUP4343,Plow-18HP,PLW0001,87,3391.64,"60, Industrial Area",Punjab,6060484046,Ludhiana,desaidealers@example.com,Payment Pending,2021-09-30
Singh Agro,SUP8102,Plow-18HP,PLW0001,62,3843.32,"29, Market Street",Rajasthan,6947408774,Jaipur,singhagro@example.com,Payment Paid,2023-11-15
Reddy Trading Co.,SUP2885,Sowing Machine 4F,SWM0004,15,774.14,"93, Market Street",Bihar,6393267259,Gaya,reddytradingco.@example.com,Payment Pending,2020-07-16
Patel Enterprises,SUP9222,Sowing Machine 3F,SWM0003,74,1267.01,"77, Main Road",Bihar,8959493968,Gaya,patelenterprises@example.com,Payment Pending,2020-10-07
Sharma Traders,SUP9006,Plow-60HP,PLW0002,42,4964.1,"5, Market Street",Karnataka,7518267789,Mysore,sharmatraders@example.com,Payment Pending,2022-12-23
Bose Supplies,SUP1288,Milk Extractor 180LPM,ME0001,26,1372.91,"74, Industrial Area",Tamil Nadu,7244570876,Madurai,bosesupplies@example.com,Payment Paid,2022-05-26
Reddy Trading Co.,SUP4332,Sowing Machine 3F,SWM0003,25,789.84,"49, Industrial Area",Kerala,6655024227,Thiruvananthapuram,reddytradingco.@example.com,Payment Paid,2021-09-10
Sharma Traders,SUP4385,Kadaba Kutti Machine M3,KK0003,80,3281.7,"52, Industrial Area",Karnataka,6347004665,Bangalore,sharmatraders@example.com,Payment Paid,2020-06-23
Verma Industries,SUP9934,Sowing Machine 3F,SWM0003,62,1557.14,"37, Main Road",Punjab,7884185400,Ludhiana,vermaindustries@example.com,Payment Paid,2020-03-21
Nair Ventures,SUP3436,Plow-18HP,PLW0001,18,3667.78,"61, Market Street",West Bengal,6572932387,Darjeeling,nairventures@example.com,Payment Paid,2022-12-22
Khan Distributors,SUP5164,Roater/Multure-7ft,RTR0002,45,3020.0,"75, Main Road",West Bengal,7190287214,Darjeeling,khandistributors@example.com,Payment Pending,2022-12-29
Desai Dealers,SUP2971,Sowing Machine 2F,SWM0002,29,2198.72,"22, Market Street",Gujarat,9936176671,Ahmedabad,desaidealers@example.com,Payment Paid,2023-05-28
Desai Dealers,SUP5646,Sowing Machine 3F,SWM0003,12,2966.81,"67, Industrial Area",West Bengal,9930078381,Kolkata,desaidealers@example.com,Payment Pending,2021-08-14
Gupta Suppliers,SUP8375,Sowing Machine 4F,SWM0004,44,3823.53,"67, Main Road",Karnataka,7653342671,Hubli,guptasuppliers@example.com,Payment Pending,2021-02-05
Sharma Traders,SUP2533,Sowing Machine 3F,SWM0003,97,1230.56,"60, Industrial Area",Karnataka,9541798828,Mysore,sharmatraders@example.com,Payment Paid,2023-01-07
Bose Supplies,SUP4816,Sowing Machine 1F,SWM0001,12,3332.32,"30, Industrial Area",Gujarat,9350751168,Vadodara,bosesupplies@example.com,Payment Pending,2023-06-16
Verma Industries,SUP3330,Milk Extractor 180LPM,ME0001,12,3310.17,"9, Market Street",Karnataka,6411852751,Mysore,vermaindustries@example.com,Payment Paid,2023-04-19
Desai Dealers,SUP4919,Plow-18HP,PLW0001,32,3599.58,"73, Market Street",West Bengal,9950611672,Darjeeling,desaidealers@example.com,Payment Pending,2020-05-24
Patel Enterprises,SUP7297,Milling Machine-40HP,MLL0002,41,4134.67,"26, Market Street",Bihar,6557254140,Patna,patelenterprises@example.com,Payment Pending,2021-03-22
Singh Agro,SUP4781,Kadaba Kutti Machine M3,KK0003,98,2722.96,"55, Main Road",Kerala,8128140352,Kochi,singhagro@example.com,Payment Paid,2021-05-29
Patel Enterprises,SUP4618,Milk Extractor 600LPM,ME0002,79,989.72,"63, Market Street",West Bengal,7499666955,Kolkata,patelenterprises@example.com,Payment Pending,2023-11-10
Gupta Suppliers,SUP9545,Kadaba Kutti Machine M3,KK0003,16,2248.93,"63, Industrial Area",Punjab,7778273701,Ludhiana,guptasuppliers@example.com,Payment Paid,2022-10-26
Singh Agro,SUP9444,Milling Machine-7.5HP,MLL0001,42,2579.29,"64, Industrial Area",Kerala,6608660310,Thiruvananthapuram,singhagro@example.com,Payment Paid,2020-04-30
Verma Industries,SUP4415,Milling Machine-40HP,MLL0002,56,2551.77,"33, Market Street",Maharashtra,8212495163,Pune,vermaindustries@example.com,Payment Paid,2023-07-30
Khan Distributors,SUP9897,Milk Extractor 180LPM,ME0001,50,2568.32,"9, Industrial Area",Gujarat,6013474888,Vadodara,khandistributors@example.com,Payment Pending,2021-10-09
Verma Industries,SUP3464,Plow-18HP,PLW0001,7,1556.67,"63, Main Road",Kerala,6701707870,Kozhikode,vermaindustries@example.com,Payment Pending,2022-05-30
Bose Supplies,SUP1689,Kadaba Kutti Machine M2,KK0002,99,4076.54,"2, Industrial Area",Rajasthan,6816946465,Jaipur,bosesupplies@example.com,Payment Paid,2021-01-12
Verma Industries,SUP4906,Sowing Machine 1F,SWM0001,40,1751.27,"43, Main Road",Gujarat,7336862662,Ahmedabad,vermaindustries@example.com,Payment Pending,2023-10-02
Khan Distributors,SUP7209,Roater/Multure-7ft,RTR0002,3,3240.13,"7, Market Street",Kerala,7890784392,Kochi,khandistributors@example.com,Payment Pending,2023-04-14
Verma Industries,SUP9959,Roater/Multure-2ft,RTR0001,70,2279.82,"58, Market Street",Karnataka,8785040879,Hubli,vermaindustries@example.com,Payment Paid,2023-03-08
Nair Ventures,SUP6077,Sowing Machine 1F,SWM0001,84,4424.36,"38, Main Road",Punjab,6739608651,Amritsar,nairventures@example.com,Payment Pending,2023-08-09
Nair Ventures,SUP6794,Milling Machine-7.5HP,MLL0001,31,4826.28,"86, Market Street",Gujarat,9171971123,Ahmedabad,nairventures@example.com,Payment Pending,2022-05-17
Gupta Suppliers,SUP3693,Plow-60HP,PLW0002,15,3239.6,"98, Main Road",West Bengal,9800494504,Kolkata,guptasuppliers@example.com,Payment Pending,2022-09-09
Singh Agro,SUP1523,Milk Extractor 600LPM,ME0002,9,2348.65,"57, Industrial Area",Kerala,9808856408,Thiruvananthapuram,singhagro@example.com,Payment Pending,2021-08-18
Singh Agro,SUP1671,Milling Machine-7.5HP,MLL0001,53,2149.62,"6, Industrial Area",Maharashtra,7896803554,Pune,singhagro@example.com,Payment Paid,2022-01-25
Singh Agro,SUP9844,Plow-60HP,PLW0002,13,1077.33,"24, Market Street",Maharashtra,7733958421,Pune,singhagro@example.com,Payment Paid,2021-03-21
Singh Agro,SUP2861,Plow-18HP,PLW0001,81,3898.74,"20, Market Street",Punjab,7064025838,Jalandhar,singhagro@example.com,Payment Pending,2022-05-01
Nair Ventures,SUP6678,Plow-60HP,PLW0002,98,3495.67,"25, Industrial Area",Kerala,6058605150,Kochi,nairventures@example.com,Payment Pending,2020-11-27
Singh Agro,SUP6126,Kadaba Kutti Machine M1,KK0001,36,3761.29,"12, Market Street",Punjab,7741095317,Amritsar,singhagro@example.com,Payment Pending,2023-08-07
Patel Enterprises,SUP6181,Sowing Machine 1F,SWM0001,34,1290.15,"12, Market Street",Uttar Pradesh,9641300431,Varanasi,patelenterprises@example.com,Payment Pending,2022-03-08
Reddy Trading Co.,SUP8196,Sowing Machine 4F,SWM0004,82,3267.04,"69, Industrial Area",Karnataka,6687871489,Bangalore,reddytradingco.@example.com,Payment Pending,2020-10-26
Sharma Traders,SUP7632,Kadaba Kutti Machine M1,KK0001,84,1695.08,"29, Main Road",Kerala,6240242523,Kochi,sharmatraders@example.com,Payment Pending,2023-06-02
Singh Agro,SUP6206,Sowing Machine 1F,SWM0001,8,2344.49,"100, Market Street",Uttar Pradesh,7428992168,Varanasi,singhagro@example.com,Payment Paid,2023-08-22
Singh Agro,SUP1556,Sowing Machine 3F,SWM0003,74,3977.38,"2, Industrial Area",Uttar Pradesh,8265396078,Varanasi,singhagro@example.com,Payment Paid,2023-06-11
Patel Enterprises,SUP4313,Sowing Machine 2F,SWM0002,23,2121.42,"1, Industrial Area",Uttar Pradesh,7863908741,Lucknow,patelenterprises@example.com,Payment Pending,2022-05-22
Khan Distributors,SUP3557,Milling Machine-40HP,MLL0002,99,4213.15,"93, Market Street",Uttar Pradesh,8406068017,Lucknow,khandistributors@example.com,Payment Paid,2020-04-07
Sharma Traders,SUP3644,Kadaba Kutti Machine M1,KK0001,28,2505.26,"78, Main Road",Gujarat,9885115690,Vadodara,sharmatraders@example.com,Payment Paid,2022-03-19
Singh Agro,SUP5535,Kadaba Kutti Machine M2,KK0002,74,3110.83,"60, Main Road",Rajasthan,9615324628,Jaipur,singhagro@example.com,Payment Pending,2022-06-19
Khan Distributors,SUP3418,Sowing Machine 1F,SWM0001,79,1759.55,"99, Industrial Area",Maharashtra,8578098337,Nagpur,khandistributors@example.com,Payment Paid,2023-01-21
Reddy Trading Co.,SUP4912,Milling Machine-40HP,MLL0002,96,761.15,"26, Main Road",Uttar Pradesh,7239089166,Varanasi,reddytradingco.@example.com,Payment Paid,2023-04-29
Nair Ventures,SUP1537,Roater/Multure-7ft,RTR0002,44,3451.96,"85, Market Street",West Bengal,9299293054,Howrah,nairventures@example.com,Payment Paid,2022-04-07
Desai Dealers,SUP9972,Sowing Machine 2F,SWM0002,22,3324.78,"39, Industrial Area",Karnataka,9478914694,Bangalore,desaidealers@example.com,Payment Pending,2023-04-18
Nair Ventures,SUP6123,Milk Extractor 180LPM,ME0001,72,3141.8,"7, Main Road",Tamil Nadu,8677930328,Chennai,nairventures@example.com,Payment Paid,2020-09-01
Singh Agro,SUP1601,Sowing Machine 2F,SWM0002,61,1107.82,"85, Main Road",Gujarat,8327458255,Vadodara,singhagro@example.com,Payment Pending,2020-03-07
Khan Distributors,SUP9910,Kadaba Kutti Machine M1,KK0001,30,3843.65,"7, Industrial Area",Uttar Pradesh,8534407939,Kanpur,khandistributors@example.com,Payment Paid,2023-08-17
Desai Dealers,SUP2041,Sowing Machine 2F,SWM0002,33,3452.79,"81, Market Street",Bihar,6265457589,Patna,desaidealers@example.com,Payment Pending,2020-06-19
Reddy Trading Co.,SUP7258,Sowing Machine 1F,SWM0001,39,2026.83,"67, Industrial Area",Maharashtra,7619662130,Pune,reddytradingco.@example.com,Payment Paid,2023-04-03
Verma Industries,SUP1731,Sowing Machine 4F,SWM0004,78,2364.75,"25, Main Road",Karnataka,6157415784,Bangalore,vermaindustries@example.com,Payment Paid,2020-01-25
Desai Dealers,SUP6905,Plow-18HP,PLW0001,73,2629.59,"34, Market Street",Rajasthan,7041482661,Udaipur,desaidealers@example.com,Payment Pending,2023-09-18
Verma Industries,SUP9360,Kadaba Kutti Machine M1,KK0001,89,1008.94,"11, Market Street",Kerala,6396702424,Thiruvananthapuram,vermaindustries@example.com,Payment Paid,2020-05-05
Khan Distributors,SUP3880,Plow-18HP,PLW0001,3,3116.01,"26, Main Road",Rajasthan,9633643920,Jodhpur,khandistributors@example.com,Payment Paid,2020-01-16
Sharma Traders,SUP1667,Plow-60HP,PLW0002,38,2774.1,"73, Market Street",Uttar Pradesh,7866375512,Lucknow,sharmatraders@example.com,Payment Pending,2020-02-26
Gupta Suppliers,SUP3862,Kadaba Kutti Machine M2,KK0002,86,4494.64,"47, Main Road",Bihar,7684382542,Gaya,guptasuppliers@example.com,Payment Paid,2020-06-14
Reddy Trading Co.,SUP1206,Kadaba Kutti Machine M1,KK0001,32,695.71,"32, Industrial Area",West Bengal,9581290957,Kolkata,reddytradingco.@example.com,Payment Paid,2020-03-06
Reddy Trading Co.,SUP2316,Milk Extractor 600LPM,ME0002,23,1658.99,"18, Market Street",Uttar Pradesh,6381479510,Lucknow,reddytradingco.@example.com,Payment Pending,2023-02-25
Sharma Traders,SUP4646,Plow-60HP,PLW0002,98,2458.12,"37, Industrial Area",Rajasthan,7381950072,Jaipur,sharmatraders@example.com,Payment Pending,2022-02-03
Singh Agro,SUP9077,Sowing Machine 2F,SWM0002,75,726.51,"63, Industrial Area",Rajasthan,9969683777,Jaipur,singhagro@example.com,Payment Paid,2022-07-18
Patel Enterprises,SUP1730,Milling Machine-40HP,MLL0002,7,2498.01,"39, Main Road",Maharashtra,8926452155,Pune,patelenterprises@example.com,Payment Pending,2022-08-15
Gupta Suppliers,SUP9700,Plow-60HP,PLW0002,2,550.91,"59, Industrial Area",Rajasthan,8719381152,Jodhpur,guptasuppliers@example.com,Payment Pending,2020-08-31
Bose Supplies,SUP6990,Sowing Machine 3F,SWM0003,46,1035.27,"61, Market Street",Karnataka,8685426431,Hubli,bosesupplies@example.com,Payment Pending,2021-01-03
