Supplier Name,Supplier ID,Product,Product ID,Product Quantity,Price per Product,Address,State,Phone Number,City,Email,Payment Status,Date
"Grover, Sidhu and Varma",7951,Cheese Slices or Blocks,P006,278,278.79,"H.No. 16, Bhalla Nagar, Srinagar 232006",Maharashtra,7505035399,Durg,wsahni@grover.com,Payment Paid,2020-07-06
"Grover, Sidhu and Varma",1453,Pickles,P018,103,43.19,"62/238, Mander, Madurai-481784",Nagaland,08651739699,Guna,priyansh39@hotmail.com,Payment Paid,2022-02-11
Ratta-Buch,3069,Frozen Fish Fillets,P011,379,120.46,"234, Kumer Chowk, Bhiwani-192906",Kerala,+912613412098,Kalyan-Dombivli,deolshray@hora.info,Payment Pending,2023-04-26
Chana-Sankar,1879,Chicken Nuggets,P010,24,295.43,"745, Sawhney Street, Pimpri-Chinchwad 538580",Tripura,5079272234,Bhilwara,chaudrysana@gokhale-sekhon.com,Payment Pending,2023-03-08
"Tella, Andra and Grover",5227,Milk or Milk Powder,P013,410,70.02,"91/225, Vala Marg, Karimnagar-565970",Karnataka,2244724271,Naihati,jivikabhatia@yahoo.com,Payment Paid,2023-08-06
Deo Ltd,2735,"Frozen Berries (e.g., strawberries, blueberries)",P015,171,33.86,"01, Dar Ganj, Bhusawal-267987",West Bengal,06223671572,Guwahati,nakul81@varghese.info,Payment Paid,2021-01-09
"Grover, Sidhu and Varma",9571,Milk or Milk Powder,P013,255,459.14,"51/86, Balay, Durgapur-980464",Nagaland,+914290170656,Ballia,kbhatt@lalla.info,Payment Pending,2023-01-28
Ratta-Buch,3273,Frozen Fish Fillets,P011,228,338.76,"18/01, Sarma Marg, Bulandshahr 093154",Odisha,1601322754,Siliguri,rvarughese@kapadia-badami.org,Payment Paid,2021-08-24
Chana-Sankar,2436,Ice Cream,P002,172,105.08,"H.No. 15, Krishnamurthy, Tinsukia-018467",Gujarat,5542028504,Proddatur,fsood@hotmail.com,Payment Pending,2023-01-16
"Tella, Andra and Grover",4111,Frozen French Fries,P005,223,253.8,"36, Shanker Path, Vijayawada 735536",Chhattisgarh,06948463925,Nagercoil,bathaaryahi@gmail.com,Payment Paid,2023-10-02
Deo Ltd,2949,Pickles,P018,459,251.26,"H.No. 592, Edwin Zila, Bardhaman 448808",Manipur,+911586110987,Bally,canne@yahoo.com,Payment Paid,2020-11-03
"Sem, Mann and Karnik",5252,Milk or Milk Powder,P013,345,220.67,"H.No. 44, Wable Circle, Alwar-137631",Meghalaya,06147743495,Thane,vritika48@yahoo.com,Payment Pending,2021-05-16
Sehgal and Sons,4084,Green Peas,P004,173,427.45,"792, Basak Street, Kolkata 305642",Haryana,+917048007391,Surat,badalbhavsar@yahoo.com,Payment Pending,2021-01-25
"Tella, Andra and Grover",1496,"Sauces (like tomato ketchup, chili sauce, or soy sauce)",P019,135,103.66,"H.No. 123, Mann Road, Guntakal-550540",West Bengal,+917320134024,Kavali,dishanisekhon@gmail.com,Payment Paid,2021-12-30
Swaminathan and Sons,1507,Pickles,P018,146,147.25,"H.No. 922, Venkatesh Chowk, Gwalior 917533",Meghalaya,2048193588,Ballia,marya@dutta.net,Payment Pending,2023-11-15
"Sem, Mann and Karnik",3288,"Frozen Berries (e.g., strawberries, blueberries)",P015,112,272.64,"H.No. 362, Goswami, Guntakal 283453",Karnataka,9962753493,Chennai,vihaangoda@seshadri.org,Payment Paid,2022-11-18
Bera-Dani,9042,"Frozen Berries (e.g., strawberries, blueberries)",P015,477,46.44,"66, Saini Nagar, Jammu 232626",Andhra Pradesh,+919055534662,Sagar,alisha76@yahoo.com,Payment Paid,2022-10-04
Ratta-Buch,3887,Yogurt or Curd,P012,58,139.07,"693, Dasgupta Circle, Machilipatnam-292651",Haryana,+919724121826,Gandhidham,kbansal@bora.com,Payment Pending,2020-10-13
Chana-Sankar,5293,Rice or Pasta,P020,188,267.44,"H.No. 83, Mani Nagar, New Delhi 073044",Himachal Pradesh,1675222068,Shimla,shettydamini@warrior.net,Payment Paid,2023-06-14
Swaminathan and Sons,5535,Yogurt or Curd,P012,37,149.27,"47/40, Batra Path, Patiala-882968",Mizoram,03792271415,Vellore,shalv57@hotmail.com,Payment Pending,2020-09-22
"Grover, Sidhu and Varma",9949,"Dry Fruits (e.g., almonds, cashews, raisins)",P017,174,19.73,"H.No. 58, Ramachandran Zila, Thoothukudi 029481",Himachal Pradesh,2179901483,Danapur,biju53@biswas.biz,Payment Pending,2022-06-04
"Sem, Mann and Karnik",2607,Butter,P007,353,429.56,"65/40, Sekhon Chowk, Hapur 289347",Bihar,+911809056614,Kota,smani@dada-khalsa.org,Payment Paid,2022-05-15
Deo Ltd,8451,Frozen Fish Fillets,P011,46,465.05,"H.No. 644, Desai, Indore-128015",Uttar Pradesh,3295717369,Bardhaman,semmyra@sheth.info,Payment Pending,2023-01-15
Deo Ltd,8750,Frozen Fish Fillets,P011,315,30.41,"H.No. 79, Sehgal Circle, Solapur 803349",Arunachal Pradesh,09884473716,Bhilai,brajagopalan@mani.net,Payment Paid,2021-10-12
"Bali, Iyer and Lad",7374,Sweet Corn,P001,301,193.27,"94/00, Sawhney Street, Katihar-402925",West Bengal,02144329026,Ramgarh,jwason@chokshi.com,Payment Pending,2021-02-23
"Tella, Andra and Grover",5776,Frozen French Fries,P005,170,420.46,"41/26, Devan Circle, Vadodara-516814",Tamil Nadu,06037867052,Raebareli,wram@yahoo.com,Payment Pending,2020-02-08
Sehgal and Sons,7091,Paneer (Cottage Cheese),P008,93,186.82,"16, Deep Marg, Ujjain 842782",Haryana,3549470885,Panipat,inaaya-78@kata.org,Payment Pending,2020-07-10
"Grover, Sidhu and Varma",6460,Chicken Nuggets,P010,418,229.47,"97/84, Deo Road, Sambhal 982819",Karnataka,9562211489,Firozabad,uswaminathan@hotmail.com,Payment Pending,2021-10-26
Ratta-Buch,3898,"Pulp (e.g., mango, guava, or tomato pulp)",P003,323,392.75,"793, Loyal Ganj, Junagadh-350872",Andhra Pradesh,06978503033,Barasat,aradhya45@yahoo.com,Payment Paid,2023-10-10
Ratta-Buch,8751,Ice Cream,P002,126,146.35,"H.No. 486, Aggarwal Nagar, Ranchi 084131",Rajasthan,+910140200667,Tiruchirappalli,parinaazganesh@shenoy.biz,Payment Paid,2021-05-29
"Tella, Andra and Grover",1851,Juice Concentrates (like orange or cranberry),P014,309,179.25,"91, Zachariah Zila, Bhagalpur 508349",Chhattisgarh,01999098851,Pimpri-Chinchwad,danimanjari@yahoo.com,Payment Paid,2021-09-04
Bera-Dani,4243,Frozen French Fries,P005,41,168.43,"H.No. 05, Rama Street, Bhatpara-579968",Goa,04421625742,Patiala,hsachdev@taneja.com,Payment Pending,2021-07-26
Swaminathan and Sons,6201,Frozen Mixed Vegetables,P009,280,163.4,"20, Lad Chowk, Lucknow-071273",Sikkim,07837707494,Jalgaon,manjari92@chada-kibe.com,Payment Pending,2020-07-31
"Sem, Mann and Karnik",7477,Rice or Pasta,P020,337,410.23,"92/335, Loyal Marg, Srikakulam-503798",Gujarat,+919560924110,Bulandshahr,priyansh77@borde.org,Payment Paid,2020-03-04
"Bali, Iyer and Lad",6376,"Frozen Berries (e.g., strawberries, blueberries)",P015,278,181.8,"400, Gade Zila, Thanjavur 074313",Odisha,+911621602027,Rohtak,sarachatterjee@vora.com,Payment Pending,2023-10-16
Ratta-Buch,4594,Ice Cream,P002,395,393.52,"H.No. 666, Datta Road, Dhule 912113",Meghalaya,02196034271,Belgaum,vedikabhatnagar@sodhi.net,Payment Pending,2023-03-03
"Grover, Sidhu and Varma",1366,Sweet Corn,P001,156,457.22,"14/049, Gour Ganj, Uluberia-696558",Kerala,08223191622,Hajipur,yjayaraman@johal.org,Payment Paid,2021-01-10
"Grover, Sidhu and Varma",3058,Chicken Nuggets,P010,431,286.96,"H.No. 641, Chaudhari Road, Barasat-328928",Uttar Pradesh,+910717274304,Tumkur,neysabobal@shanker.biz,Payment Pending,2022-04-21
Ratta-Buch,9317,"Pulp (e.g., mango, guava, or tomato pulp)",P003,436,373.74,"28/56, Balakrishnan Chowk, Avadi-675896",Arunachal Pradesh,03065611730,Kozhikode,itara@chanda-desai.biz,Payment Paid,2020-02-14
Bera-Dani,9307,Cheese Slices or Blocks,P006,223,338.99,"350, Sawhney Path, Kulti-753385",Gujarat,8684175922,Kavali,vardaniyashroff@gara-dhingra.biz,Payment Pending,2023-08-01
Sehgal and Sons,4898,Frozen Fish Fillets,P011,473,312.13,"350, Shankar Path, Nandyal-519878",Chhattisgarh,05915400037,Ramgarh,siyasoman@gaba.com,Payment Paid,2020-07-24
Bera-Dani,1418,Milk or Milk Powder,P013,84,418.63,"256, Ben Street, Giridih-119254",Haryana,8365013494,Chittoor,gardemiraya@yahoo.com,Payment Paid,2023-11-09
"Grover, Sidhu and Varma",1190,Ice Cream,P002,337,481.03,"276, Ahuja Marg, Ghaziabad-653962",Karnataka,4614503860,Giridih,kiaanseshadri@sangha.com,Payment Paid,2023-02-23
"Tella, Andra and Grover",7952,"Dry Fruits (e.g., almonds, cashews, raisins)",P017,155,372.14,"H.No. 69, Bobal Marg, Nellore-681766",Telangana,5153707325,New Delhi,gokul98@datta-kaur.biz,Payment Paid,2020-06-16
Bera-Dani,7427,Chicken Nuggets,P010,494,329.27,"H.No. 707, Bobal Circle, Bokaro-956517",Haryana,+915526034437,Khandwa,irabalakrishnan@jain.com,Payment Paid,2022-05-27
Bera-Dani,8393,Sweet Corn,P001,100,76.33,"H.No. 84, Gera Street, Nandyal 428956",Maharashtra,+911851826324,Madhyamgram,naggarwal@anne-thakur.com,Payment Paid,2021-05-12
"Tella, Andra and Grover",2754,Cheese Slices or Blocks,P006,77,90.24,"37, Sangha Nagar, Rourkela 611294",Madhya Pradesh,03802155543,Bhusawal,rohan45@yahoo.com,Payment Paid,2023-04-09
Swaminathan and Sons,5461,Pickles,P018,473,480.02,"544, Majumdar Path, Kakinada 284476",Madhya Pradesh,02967222957,Mahbubnagar,hridaan46@gmail.com,Payment Pending,2023-12-12
Swaminathan and Sons,3589,Paneer (Cottage Cheese),P008,333,12.31,"51, Kapur Street, Muzaffarpur 742879",Himachal Pradesh,+913514777721,Serampore,indrans73@shroff.info,Payment Pending,2020-01-06
"Tella, Andra and Grover",7292,"Sauces (like tomato ketchup, chili sauce, or soy sauce)",P019,151,268.84,"07/544, Basu Ganj, Kozhikode-395945",Arunachal Pradesh,+912460966408,Sonipat,shankarrasha@yahoo.com,Payment Paid,2023-04-18
"Tella, Andra and Grover",4386,Milk or Milk Powder,P013,50,285.04,"55/675, Kala Marg, Patna 861789",Manipur,+916817505548,Machilipatnam,solankishamik@yahoo.com,Payment Pending,2023-02-04
"Tella, Andra and Grover",4513,Butter,P007,253,111.71,"489, Dhar Street, Salem 150614",West Bengal,9499730321,Malda,tiyavyas@yahoo.com,Payment Paid,2023-05-06
Swaminathan and Sons,6549,Ice Cream,P002,58,340.56,"25/295, Chaudhary Nagar, Ludhiana-212452",Uttar Pradesh,+911497473820,Mehsana,kashvi87@yahoo.com,Payment Pending,2023-09-14
Bera-Dani,2248,Paneer (Cottage Cheese),P008,435,202.7,"50, Ratta Nagar, Bhusawal 231185",Chhattisgarh,+913419777942,Tezpur,raghavdalal@gmail.com,Payment Pending,2023-08-16
Deo Ltd,8846,Sweet Corn,P001,301,156.82,"74/803, Lad, Tadepalligudem-409823",Gujarat,+915913721461,Bardhaman,indrans10@grewal.com,Payment Paid,2020-07-21
Swaminathan and Sons,8581,Frozen Fish Fillets,P011,483,112.35,"09, Das, Udupi-364667",Odisha,0048299116,Vasai-Virar,bumbjhanvi@hotmail.com,Payment Pending,2020-01-09
Swaminathan and Sons,3537,Sweet Corn,P001,341,296.88,"83/67, Tak Nagar, Dehradun 477689",Tripura,+912749145388,Bongaigaon,keya49@koshy.com,Payment Pending,2021-01-05
"Sem, Mann and Karnik",7661,Rice or Pasta,P020,292,271.65,"H.No. 163, Chandran Path, Mahbubnagar-960545",Nagaland,8713633338,Noida,rajaranbir@hotmail.com,Payment Pending,2023-09-20
"Bali, Iyer and Lad",5473,Paneer (Cottage Cheese),P008,332,347.55,"34, Shankar Path, Nellore 116297",Assam,+916014184719,Khammam,pranay06@hotmail.com,Payment Pending,2020-07-26
Bera-Dani,1109,Juice Concentrates (like orange or cranberry),P014,208,429.69,"387, Shenoy Street, Jamshedpur-661176",Sikkim,0552014076,Machilipatnam,riya66@balakrishnan.com,Payment Paid,2021-09-19
Sehgal and Sons,1678,Cheese Slices or Blocks,P006,240,411.11,"H.No. 553, Solanki Path, Naihati-322417",Mizoram,05168225265,Rourkela,dharhrishita@sachar-rao.com,Payment Paid,2020-11-21
"Bali, Iyer and Lad",8593,"Sauces (like tomato ketchup, chili sauce, or soy sauce)",P019,280,146.51,"94/18, Dada Marg, Katihar 198581",Kerala,+915828872883,Begusarai,chiragsrinivasan@dugal.biz,Payment Pending,2022-12-03
Bera-Dani,1977,Green Peas,P004,474,259.17,"40/47, Salvi, Gurgaon-839765",Nagaland,09109547314,Thiruvananthapuram,amira35@sengupta.net,Payment Paid,2023-02-10
Ratta-Buch,1563,Frozen Fish Fillets,P011,346,412.3,"52/988, Thakkar Zila, Barasat 768826",Punjab,05805860092,Jammu,mehul10@rout-uppal.com,Payment Paid,2023-01-16
Ratta-Buch,6624,Milk or Milk Powder,P013,262,457.43,"64, Banerjee Zila, Ambarnath-017977",Punjab,4589994870,Shivpuri,mohanlal62@hotmail.com,Payment Pending,2023-10-07
Ratta-Buch,8011,Milk or Milk Powder,P013,415,187.83,"H.No. 782, Swamy Ganj, Tiruvottiyur 609942",Himachal Pradesh,06272377930,Tiruppur,ranapriyansh@hotmail.com,Payment Paid,2022-08-10
Ratta-Buch,5632,Sweet Corn,P001,313,75.34,"H.No. 092, Randhawa Nagar, Thiruvananthapuram-040584",Punjab,04444459731,Tiruchirappalli,dhanuk78@yahoo.com,Payment Paid,2022-04-18
Ratta-Buch,3221,Cheese Slices or Blocks,P006,48,46.89,"529, Soman Street, Gudivada-646319",Arunachal Pradesh,0950504535,Mehsana,manjarithaman@walia.net,Payment Pending,2020-11-29
Sehgal and Sons,8054,Whipping Cream,P016,79,35.48,"H.No. 22, Lala, Ratlam 545761",Manipur,04900901894,Kanpur,hiran05@bail-mahal.biz,Payment Pending,2023-06-15
Ratta-Buch,8616,Paneer (Cottage Cheese),P008,265,45.04,"20, Sethi Ganj, Mysore-030090",Andhra Pradesh,0965122031,Meerut,tdeshmukh@edwin.com,Payment Paid,2023-06-23
"Bali, Iyer and Lad",2651,Ice Cream,P002,375,262.25,"494, Dhawan Nagar, Ambala-642176",Gujarat,+910325704154,Amritsar,tushar03@anand-atwal.com,Payment Paid,2023-01-12
Bera-Dani,5990,Rice or Pasta,P020,377,206.65,"75, Sood Nagar, Nanded-040089",Madhya Pradesh,05241271104,Bijapur,ivanavenkataraman@gmail.com,Payment Paid,2023-03-15
Chana-Sankar,3320,"Pulp (e.g., mango, guava, or tomato pulp)",P003,424,372.5,"14/53, Ghose, Dharmavaram-082499",Haryana,00691189127,Junagadh,dhanuk03@koshy.info,Payment Paid,2020-04-14
Deo Ltd,3238,Frozen Mixed Vegetables,P009,371,174.92,"H.No. 205, Malhotra Chowk, Ambala 983616",Uttarakhand,5024407215,Thrissur,yzachariah@yahoo.com,Payment Paid,2021-08-25
"Sem, Mann and Karnik",2660,Juice Concentrates (like orange or cranberry),P014,13,429.3,"58/04, Vyas Chowk, Ajmer 500942",Uttarakhand,08513723151,Tezpur,lavanya84@gmail.com,Payment Paid,2022-05-17
"Grover, Sidhu and Varma",7032,Sweet Corn,P001,421,125.1,"H.No. 984, Bawa Road, Bahraich 228800",Telangana,+918410496629,Bahraich,sarmaindranil@hegde.info,Payment Paid,2023-12-13
"Tella, Andra and Grover",4535,Rice or Pasta,P020,412,85.77,"14/144, Setty Nagar, Jaunpur-001966",Uttarakhand,6353034130,Mira-Bhayandar,obhagat@hotmail.com,Payment Paid,2022-01-02
Swaminathan and Sons,8606,Ice Cream,P002,54,18.21,"45/388, Sunder Marg, Kochi-140854",West Bengal,00541032251,Sagar,mandadrishya@hotmail.com,Payment Paid,2023-07-20
"Bali, Iyer and Lad",3979,Ice Cream,P002,358,14.1,"83/03, Roy Street, Mau 967280",Jharkhand,03532157089,Etawah,myra53@bhat-rastogi.org,Payment Pending,2021-01-15
"Grover, Sidhu and Varma",9113,Pickles,P018,316,266.05,"45, Chandra Nagar, Nandyal-701217",Madhya Pradesh,+912418240322,Karaikudi,heerdeol@hotmail.com,Payment Pending,2022-12-03
Swaminathan and Sons,1103,"Pulp (e.g., mango, guava, or tomato pulp)",P003,62,337.0,"H.No. 74, Badami Zila, Kozhikode-119477",Nagaland,07221400694,Jamalpur,aniruddhram@hotmail.com,Payment Pending,2021-05-18
Bera-Dani,9118,Frozen French Fries,P005,399,387.02,"42/58, Srinivasan Chowk, Kurnool 805407",Haryana,05961195265,Tirunelveli,renee29@hayre-kata.com,Payment Pending,2021-03-25
Bera-Dani,5997,Juice Concentrates (like orange or cranberry),P014,255,408.29,"06, Banerjee Marg, Bardhaman-344795",Sikkim,9808608636,Durgapur,zchacko@yahoo.com,Payment Pending,2021-02-15
Deo Ltd,5231,Frozen Fish Fillets,P011,97,42.11,"05/03, Luthra Chowk, Tiruppur-676927",Rajasthan,+910150734426,Bhavnagar,qviswanathan@hotmail.com,Payment Pending,2021-04-02
Chana-Sankar,7160,"Dry Fruits (e.g., almonds, cashews, raisins)",P017,109,263.89,"H.No. 140, Trivedi Ganj, North Dumdum 165152",Assam,08540736086,Belgaum,qtoor@sood-ganguly.net,Payment Paid,2021-02-24
Deo Ltd,3916,"Frozen Berries (e.g., strawberries, blueberries)",P015,350,30.18,"H.No. 93, Mani Road, Dibrugarh 687623",Arunachal Pradesh,+915061588604,Bikaner,borraelakshi@singhal-salvi.org,Payment Paid,2023-09-19
"Grover, Sidhu and Varma",9725,Whipping Cream,P016,125,361.31,"56, Edwin Road, Bareilly-394558",Rajasthan,+919941012879,Chapra,gokulrajagopal@hotmail.com,Payment Paid,2022-08-21
"Grover, Sidhu and Varma",5296,"Sauces (like tomato ketchup, chili sauce, or soy sauce)",P019,172,97.33,"26/554, Babu Nagar, Visakhapatnam-106059",Madhya Pradesh,07537102594,Bilaspur,zdhar@bajaj.info,Payment Paid,2023-11-17
Ratta-Buch,4742,Chicken Nuggets,P010,467,481.79,"47/826, Dhillon, Tadipatri 643533",Odisha,05104547427,Jammu,diya98@anand.com,Payment Pending,2020-03-07
Chana-Sankar,5434,"Sauces (like tomato ketchup, chili sauce, or soy sauce)",P019,324,226.03,"322, Raju Path, Vasai-Virar-863992",Tamil Nadu,08470322097,Aizawl,urvikapadia@gmail.com,Payment Paid,2023-10-09
Chana-Sankar,8338,Frozen French Fries,P005,88,207.16,"75/763, Dash Path, Imphal-698306",Chhattisgarh,+919277257843,Gaya,myradin@acharya-mahajan.com,Payment Pending,2022-01-27
"Bali, Iyer and Lad",8151,Frozen Mixed Vegetables,P009,276,381.78,"11/61, Seth Road, Vadodara 236993",Chhattisgarh,08515838164,Thane,deepreyansh@jani.com,Payment Pending,2023-03-23
Sehgal and Sons,5270,"Sauces (like tomato ketchup, chili sauce, or soy sauce)",P019,443,382.92,"33/63, Barman Chowk, Anantapuram-243080",Haryana,7439760400,Pondicherry,anvi03@gmail.com,Payment Pending,2021-11-26
Bera-Dani,4305,Ice Cream,P002,353,285.35,"05/85, Bail Road, Ambala-479004",Andhra Pradesh,03554607606,Meerut,gsura@gmail.com,Payment Pending,2022-06-30
Bera-Dani,9327,Paneer (Cottage Cheese),P008,357,292.32,"959, Dara, Durgapur 104809",Rajasthan,00499574445,Vellore,fmanda@walla.com,Payment Pending,2021-05-16
Sehgal and Sons,3038,Whipping Cream,P016,201,221.98,"73, Brar Circle, Hospet 107544",Sikkim,01697299735,Jalandhar,krishalisha@salvi.com,Payment Pending,2020-11-12
Ratta-Buch,8330,Sweet Corn,P001,172,260.61,"29/042, Sandhu Nagar, Rourkela-613079",Gujarat,+919195283101,Nashik,gbalasubramanian@soman-subramanian.com,Payment Paid,2023-11-07
Deo Ltd,9595,Rice or Pasta,P020,250,394.05,"H.No. 299, Sastry Zila, Anantapuram 106924",Sikkim,+914426850746,Vijayanagaram,azad31@gmail.com,Payment Pending,2022-10-03
Chana-Sankar,4591,"Sauces (like tomato ketchup, chili sauce, or soy sauce)",P019,22,455.88,"05, Chad Ganj, Mumbai-573781",Mizoram,6715735322,Mumbai,pbumb@madan.info,Payment Pending,2020-09-12
"Grover, Sidhu and Varma",8209,Yogurt or Curd,P012,392,65.54,"97/09, Balan Zila, Hajipur-573626",Karnataka,5984976398,Jehanabad,dhruv05@hotmail.com,Payment Pending,2022-12-16
Sehgal and Sons,2445,Frozen Fish Fillets,P011,462,387.4,"556, Shukla Marg, Kozhikode 830153",Manipur,3014275577,Rohtak,wbhargava@gmail.com,Payment Pending,2021-03-07
"Tella, Andra and Grover",8383,"Frozen Berries (e.g., strawberries, blueberries)",P015,323,141.53,"H.No. 14, Dhar, Rampur-121201",Jharkhand,07303687505,Navi Mumbai,zara51@hotmail.com,Payment Pending,2020-02-20
"Grover, Sidhu and Varma",5497,"Frozen Berries (e.g., strawberries, blueberries)",P015,337,193.07,"H.No. 18, Sheth Path, Mahbubnagar-173594",Andhra Pradesh,02649574031,Guntur,heervarughese@krishnan.com,Payment Pending,2020-10-07
Bera-Dani,6145,Cheese Slices or Blocks,P006,268,46.75,"34/75, Ram Chowk, Amravati-057303",Goa,+911079005302,Gwalior,zoyabala@gmail.com,Payment Pending,2020-12-11
Sehgal and Sons,2085,Milk or Milk Powder,P013,222,253.17,"H.No. 15, Lad Road, Baranagar 545094",Telangana,3056077135,Durgapur,ivansachdev@suresh.biz,Payment Paid,2020-07-12
Bera-Dani,7063,Pickles,P018,234,180.99,"H.No. 42, Sundaram Road, Jodhpur 263410",Haryana,+916847267205,Hosur,tusharsaha@varghese.org,Payment Paid,2022-04-08
Ratta-Buch,7938,"Frozen Berries (e.g., strawberries, blueberries)",P015,323,321.39,"71/52, Apte Path, Gudivada 402107",Meghalaya,04134325293,Kurnool,tarabehl@gmail.com,Payment Pending,2021-03-19
"Sem, Mann and Karnik",5744,Chicken Nuggets,P010,397,494.84,"H.No. 44, Bhardwaj Zila, Danapur-677461",Goa,4529956669,Unnao,yasminbajaj@hotmail.com,Payment Pending,2021-02-15
"Tella, Andra and Grover",4485,Yogurt or Curd,P012,160,322.59,"36, Batta Marg, Sikar-228751",Telangana,6645222305,Kalyan-Dombivli,ishitaguha@gmail.com,Payment Paid,2023-01-23
Swaminathan and Sons,4094,Rice or Pasta,P020,231,312.01,"72/913, Chacko Road, Thiruvananthapuram 860735",Uttar Pradesh,04100337208,Mehsana,dhanush84@gmail.com,Payment Pending,2022-06-26
Sehgal and Sons,7389,Yogurt or Curd,P012,301,301.95,"H.No. 678, Saini Circle, Tezpur 165826",Tamil Nadu,05466632884,Durgapur,devanira@dayal-balan.com,Payment Pending,2020-07-28
"Bali, Iyer and Lad",8610,Paneer (Cottage Cheese),P008,464,80.14,"H.No. 036, Khosla Zila, Akola 133872",Bihar,06383132257,Mangalore,azad90@salvi-sahota.com,Payment Paid,2022-10-07
Ratta-Buch,4411,Ice Cream,P002,371,119.76,"34/862, Brahmbhatt Chowk, Bidar-059624",Meghalaya,01884479960,Chinsurah,dhanukborah@yahoo.com,Payment Pending,2021-03-19
Sehgal and Sons,6352,"Frozen Berries (e.g., strawberries, blueberries)",P015,330,166.07,"H.No. 78, Thaman Marg, Fatehpur-053863",Goa,3626115992,Bhimavaram,reyanshsunder@dass.com,Payment Paid,2023-03-30
Deo Ltd,1490,Frozen Fish Fillets,P011,498,210.61,"47/56, Karan Street, Jodhpur 831670",Gujarat,04595085680,Tiruppur,trisha41@chahal-bhatnagar.biz,Payment Paid,2020-08-07
"Grover, Sidhu and Varma",1782,Milk or Milk Powder,P013,225,60.26,"91/136, Desai Chowk, Bareilly 638123",Sikkim,1542568925,Durgapur,choudharydiya@gupta-sabharwal.org,Payment Pending,2020-03-20
Chana-Sankar,3162,Yogurt or Curd,P012,459,453.19,"24, Madan Nagar, Hazaribagh-034324",Manipur,04035305059,Chandigarh,nehmatbahl@sarraf.biz,Payment Paid,2021-01-21
Chana-Sankar,2625,Whipping Cream,P016,113,473.65,"192, Bhat Chowk, Ghaziabad 572544",Haryana,04241972630,Begusarai,kabirvarghese@apte.com,Payment Pending,2022-05-10
Sehgal and Sons,7583,Frozen Mixed Vegetables,P009,347,172.75,"H.No. 335, Soman Circle, Gopalpur-133509",Uttar Pradesh,07461338404,Bathinda,dadaira@kamdar.com,Payment Pending,2022-12-31
Bera-Dani,9438,Butter,P007,295,68.18,"22, Sandal Circle, Bhilwara 128794",Goa,02335793790,Buxar,tiwarinitya@gmail.com,Payment Paid,2021-07-17
Bera-Dani,2308,Frozen Fish Fillets,P011,383,464.15,"H.No. 39, Balan Chowk, Chandigarh 923924",Meghalaya,8027370418,Jhansi,dhanushdutt@khalsa.com,Payment Paid,2021-12-14
"Tella, Andra and Grover",8149,Frozen Mixed Vegetables,P009,77,346.76,"694, Raju Circle, Bhilwara-131889",Rajasthan,+910545795191,Nadiad,divyansh99@rana.com,Payment Paid,2021-01-25
Bera-Dani,6589,Paneer (Cottage Cheese),P008,349,428.87,"92, Goda Chowk, Rourkela 286157",Uttar Pradesh,7368057526,Siliguri,qsur@yahoo.com,Payment Pending,2020-05-31
Chana-Sankar,3624,"Dry Fruits (e.g., almonds, cashews, raisins)",P017,306,413.87,"H.No. 955, Gala Street, Maheshtala-576601",Maharashtra,+910886520278,Khandwa,horaprisha@madan.org,Payment Pending,2022-05-04
"Sem, Mann and Karnik",4372,Yogurt or Curd,P012,271,472.43,"44, Gulati Marg, Sasaram-380729",Rajasthan,04687515809,Bhagalpur,dishani21@krishnamurthy.net,Payment Pending,2023-01-02
Sehgal and Sons,2840,Whipping Cream,P016,110,404.3,"H.No. 591, Dubey Zila, Kishanganj-596932",Goa,1544638965,Bilaspur,trama@goswami.org,Payment Paid,2020-05-30
"Sem, Mann and Karnik",2657,Frozen Mixed Vegetables,P009,52,210.05,"82, Sehgal Chowk, Miryalaguda-842324",Tripura,09875387727,Kharagpur,lataanahita@hotmail.com,Payment Paid,2023-09-11
Deo Ltd,8458,Frozen French Fries,P005,253,433.98,"H.No. 358, Kashyap Ganj, Cuttack-752559",Nagaland,8460134592,Meerut,dubeurvi@goel-bedi.com,Payment Paid,2021-11-03
Swaminathan and Sons,4243,Sweet Corn,P001,9,317.58,"H.No. 656, Bahl Path, Visakhapatnam-458499",Sikkim,+916282546673,Bhatpara,zara23@chakrabarti.com,Payment Pending,2022-04-03
Chana-Sankar,2714,"Dry Fruits (e.g., almonds, cashews, raisins)",P017,69,323.38,"116, Comar Street, New Delhi-339583",Chhattisgarh,9513224993,Baranagar,saxenarenee@yahoo.com,Payment Pending,2022-03-19
Chana-Sankar,5121,Juice Concentrates (like orange or cranberry),P014,388,19.17,"H.No. 416, Banerjee Road, Madanapalle 427958",Arunachal Pradesh,9910168189,Sri Ganganagar,riaanchakraborty@hotmail.com,Payment Pending,2021-08-29
Chana-Sankar,6304,Rice or Pasta,P020,265,28.0,"86/84, Loke Road, Mumbai-436913",Bihar,09474688645,Burhanpur,nirvi91@tank.org,Payment Paid,2022-11-21
Chana-Sankar,7599,Paneer (Cottage Cheese),P008,7,190.66,"83, Kari Path, Amravati-478388",Kerala,0050564455,Alwar,osura@hotmail.com,Payment Pending,2020-10-31
Swaminathan and Sons,2255,Whipping Cream,P016,153,138.46,"33/467, Deep Ganj, Baranagar-795379",Haryana,00781436625,Khora ,ritvikkumar@gupta.com,Payment Pending,2020-10-06
